index,slug,title,url,pdf_filename,status,step_count,pdf_page_count,pdf_size_bytes,message
90,next26-dev-keynote-build-multi-agent-marathon-planner,使用 ADK 和 A2A 建構多代理馬拉松規劃工具,https://codelabs.developers.google.com/next26/dev-keynote/build-multi-agent-marathon-planner?hl=zh-tw,090__next26-dev-keynote-build-multi-agent-marathon-planner__使用-ADK-和-A2A-建構多代理馬拉松規劃工具.pdf,passed,9,62,1166722,驗證通過
91,next26-gen-keynote-unified-intelligence,Next ‘26 主題演講：整合式智慧的架構,https://codelabs.developers.google.com/next26/gen-keynote/unified-intelligence?hl=zh-tw,091__next26-gen-keynote-unified-intelligence__Next-‘26-主題演講-整合式智慧的架構.pdf,passed,10,26,1467865,驗證通過
92,ai-mcp-dk-csql,本機到雲端：使用 Gemini CLI 和 Cloud SQL MCP 遷移全端應用程式,https://codelabs.developers.google.com/ai-mcp-dk-csql?hl=zh-tw,092__ai-mcp-dk-csql__本機到雲端-使用-Gemini-CLI-和-Cloud-SQL-MCP-遷移全端應用程式.pdf,passed,10,38,5975083,驗證通過
93,gemini-motion-lab-instructions,🎬 使用 Gemini、Veo 和 Cloud Run 建構及部署 AI Motion Lab,https://codelabs.developers.google.com/codelabs/gemini-motion-lab/instructions?hl=zh-tw,093__gemini-motion-lab-instructions__🎬-使用-Gemini、Veo-和-Cloud-Run-建構及部署-AI-Motion-Lab.pdf,passed,9,24,12794711,驗證通過
94,cloud-run-tools-make-an-agent,以工具打造代理：運用 ADK 從零建構助理,https://codelabs.developers.google.com/codelabs/cloud-run/tools-make-an-agent?hl=zh-tw,094__cloud-run-tools-make-an-agent__以工具打造代理-運用-ADK-從零建構助理.pdf,passed,11,45,7132031,驗證通過
95,next26-code-generation-agent-gke,GKE 上的程式碼生成代理程式,https://codelabs.developers.google.com/next26/code-generation-agent-gke?hl=zh-tw,095__next26-code-generation-agent-gke__GKE-上的程式碼生成代理程式.pdf,passed,10,36,1662260,驗證通過
96,sports-agent-adk-mcp-alloydb,運用 ADK、MCP Toolbox 和 AlloyDB 打造運動用品店 AI 助理,https://codelabs.developers.google.com/codelabs/sports-agent-adk-mcp-alloydb?hl=zh-tw,096__sports-agent-adk-mcp-alloydb__運用-ADK、MCP-Toolbox-和-AlloyDB-打造運動用品店-AI-助理.pdf,passed,13,32,5657370,驗證通過
97,next26-cicd-skills,使用 Gemini CLI 和 CI/CD 技能部署應用程式,https://codelabs.developers.google.com/next26/cicd-skills?hl=zh-tw,097__next26-cicd-skills__使用-Gemini-CLI-和-CI-CD-技能部署應用程式.pdf,passed,6,8,737131,驗證通過
98,next26-looker-agentic-lookml,使用代理式程式設計工具撰寫 LookML,https://codelabs.developers.google.com/next26/looker-agentic-lookml?hl=zh-tw,098__next26-looker-agentic-lookml__使用代理式程式設計工具撰寫-LookML.pdf,passed,7,20,2053997,驗證通過
99,next26-scale-agents,使用 CrewAI、LangGraph、A2A 和 ADK 擴充代理,https://codelabs.developers.google.com/next26/scale-agents?hl=zh-tw,099__next26-scale-agents__使用-CrewAI、LangGraph、A2A-和-ADK-擴充代理.pdf,passed,11,28,1379916,驗證通過
100,next26-developer-connect,使用 Developer Connect 將 GitHub 連結至 Google Cloud,https://codelabs.developers.google.com/next26/developer-connect?hl=zh-tw,100__next26-developer-connect__使用-Developer-Connect-將-GitHub-連結至-Google-Cloud.pdf,passed,7,13,750580,驗證通過
101,genai-toolbox-for-alloydb,在 AlloyDB 上為生成式 AI 與具備代理功能的應用程式安裝及設定 MCP Toolbox for Databases,https://codelabs.developers.google.com/genai-toolbox-for-alloydb?hl=zh-tw,101__genai-toolbox-for-alloydb__在-AlloyDB-上為生成式-AI-與具備代理功能的應用程式安裝及設定-MCP-Toolbox-for-Databases.pdf,passed,12,20,2235876,驗證通過
102,next26-adc-apps,使用 App Design Center 快速部署應用程式,https://codelabs.developers.google.com/next26/adc-apps?hl=zh-tw,102__next26-adc-apps__使用-App-Design-Center-快速部署應用程式.pdf,passed,9,24,3084764,驗證通過
103,next26-alloydb-elastic,開始使用 AlloyDB 的混合型搜尋功能,https://codelabs.developers.google.com/next26/alloydb-elastic?hl=zh-tw,103__next26-alloydb-elastic__開始使用-AlloyDB-的混合型搜尋功能.pdf,passed,13,40,1247054,驗證通過
104,next26-alloydb-ai-hybrid-search,開始使用 AlloyDB 的混合型搜尋功能,https://codelabs.developers.google.com/next26/alloydb-ai-hybrid-search?hl=zh-tw,104__next26-alloydb-ai-hybrid-search__開始使用-AlloyDB-的混合型搜尋功能.pdf,passed,12,31,1103914,驗證通過
105,next26-polyglot-cross-cloud-retail,使用多資料庫持續性功能建構智慧型電子商務目錄,https://codelabs.developers.google.com/next26/polyglot-cross-cloud-retail?hl=zh-tw,105__next26-polyglot-cross-cloud-retail__使用多資料庫持續性功能建構智慧型電子商務目錄.pdf,passed,12,29,4938082,驗證通過
106,deploy-dart-on-firebase-functions,使用 Cloud Functions for Firebase 建構全端 Dart 應用程式,https://codelabs.developers.google.com/deploy-dart-on-firebase-functions?hl=zh-tw,106__deploy-dart-on-firebase-functions__使用-Cloud-Functions-for-Firebase-建構全端-Dart-應用程式.pdf,passed,11,18,654092,驗證通過
107,governed-lakehouse-compute-delegation,使用 Google Cloud Lakehouse 和 Knowledge Catalog 建構受控 Iceberg 湖倉,https://codelabs.developers.google.com/governed-lakehouse-compute-delegation?hl=zh-tw,107__governed-lakehouse-compute-delegation__使用-Google-Cloud-Lakehouse-和-Knowledge-Catalog-建構受控-Iceberg-湖倉.pdf,passed,8,20,2826085,驗證通過
108,next26-gen-keynote-raw-data-forecasting,AI 代理可在幾秒內將原始資料轉換為預測結果,https://codelabs.developers.google.com/next26/gen-keynote/raw-data-forecasting?hl=zh-tw,108__next26-gen-keynote-raw-data-forecasting__AI-代理可在幾秒內將原始資料轉換為預測結果.pdf,passed,14,36,6826125,驗證通過
109,production-ready-ai-with-gc-5-deploying-agents-deploy-adk-agents-to-gke,將 ADK 代理部署至 Google Kubernetes Engine (GKE),https://codelabs.developers.google.com/codelabs/production-ready-ai-with-gc/5-deploying-agents/deploy-adk-agents-to-gke?hl=zh-tw,109__production-ready-ai-with-gc-5-deploying-agents-deploy-adk-agents-to-gke__將-ADK-代理部署至-Google-Kubernetes-Engine-(GKE).pdf,passed,15,35,2040954,驗證通過
110,supplychaingraph,使用 BigQuery Graph 追蹤供應鏈,https://codelabs.developers.google.com/codelabs/supplychaingraph?hl=zh-tw,110__supplychaingraph__使用-BigQuery-Graph-追蹤供應鏈.pdf,passed,11,18,3557141,驗證通過
111,survivor-network-instructions,🤖 使用 Graph RAG、ADK 和 Memory Bank 建構多模態 AI 代理,https://codelabs.developers.google.com/codelabs/survivor-network/instructions?hl=zh-tw,111__survivor-network-instructions__🤖-使用-Graph-RAG、ADK-和-Memory-Bank-建構多模態-AI-代理.pdf,passed,15,70,12937786,驗證通過
112,genai-db-retrieval-app,運用 MCP Toolbox 和 AlloyDB 建構代理式 RAG 應用程式,https://codelabs.developers.google.com/genai-db-retrieval-app?hl=zh-tw,112__genai-db-retrieval-app__運用-MCP-Toolbox-和-AlloyDB-建構代理式-RAG-應用程式.pdf,passed,11,48,5130593,驗證通過
113,vpc-sc-bigquery-data-transfer,VPC Service Controls - BigQuery 資料移轉服務防護機制,https://codelabs.developers.google.com/codelabs/vpc-sc-bigquery-data-transfer?hl=zh-tw,113__vpc-sc-bigquery-data-transfer__VPC-Service-Controls-BigQuery-資料移轉服務防護機制.pdf,passed,8,27,2029122,驗證通過
114,next26-adk-a2ui,使用 ADK 和 A2UI 打造前端體驗,https://codelabs.developers.google.com/next26/adk-a2ui?hl=zh-tw,114__next26-adk-a2ui__使用-ADK-和-A2UI-打造前端體驗.pdf,passed,11,24,1922173,驗證通過
115,gke-ai-agents-on-gke,在 GKE 部署安全 AI 代理,https://codelabs.developers.google.com/codelabs/gke/ai-agents-on-gke?hl=zh-tw,115__gke-ai-agents-on-gke__在-GKE-部署安全-AI-代理.pdf,passed,6,20,1437952,驗證通過
116,next26-dev-keynote-gemini-enterprise,使用 Gemini Enterprise 建立無程式碼代理,https://codelabs.developers.google.com/next26/dev-keynote/gemini-enterprise?hl=zh-tw,116__next26-dev-keynote-gemini-enterprise__使用-Gemini-Enterprise-建立無程式碼代理.pdf,passed,9,15,1369551,驗證通過
117,cloud-genkit-go-nano-banana,使用 Genkit Go 和 Nano Banana Pro 建構相片修復應用程式,https://codelabs.developers.google.com/cloud-genkit-go-nano-banana?hl=zh-tw,117__cloud-genkit-go-nano-banana__使用-Genkit-Go-和-Nano-Banana-Pro-建構相片修復應用程式.pdf,passed,7,25,5008742,驗證通過
118,build-a-simple-travel-agent-with-adk-and-gemini-cli,使用 ADK 和 Gemini CLI 建構簡單的旅遊代理,https://codelabs.developers.google.com/codelabs/build-a-simple-travel-agent-with-adk-and-gemini-cli?hl=zh-tw,118__build-a-simple-travel-agent-with-adk-and-gemini-cli__使用-ADK-和-Gemini-CLI-建構簡單的旅遊代理.pdf,passed,10,20,4379967,驗證通過
119,next26-adk-agent-commerce,透過 AP2 和 UCP 保護代理商務,https://codelabs.developers.google.com/next26/adk-agent-commerce?hl=zh-tw,119__next26-adk-agent-commerce__透過-AP2-和-UCP-保護代理商務.pdf,passed,10,30,1933919,驗證通過
120,cloud-run-how-to-deploy-a-secure-mcp-server-on-cloud-run,如何在 Cloud Run 部署安全的 MCP 伺服器,https://codelabs.developers.google.com/codelabs/cloud-run/how-to-deploy-a-secure-mcp-server-on-cloud-run?hl=zh-tw,120__cloud-run-how-to-deploy-a-secure-mcp-server-on-cloud-run__如何在-Cloud-Run-部署安全的-MCP-伺服器.pdf,passed,12,28,2637643,驗證通過
121,next26-alloydb-ai-agents-building-blocks,使用 AlloyDB 建構智慧型安全代理,https://codelabs.developers.google.com/next26/alloydb-ai-agents-building-blocks?hl=zh-tw,121__next26-alloydb-ai-agents-building-blocks__使用-AlloyDB-建構智慧型安全代理.pdf,passed,12,47,1169730,驗證通過
122,next26-aiinfra-learning-pod-screen1-securing-cross-cloud-agentic,確保跨雲端代理式企業部署作業安全無虞,https://codelabs.developers.google.com/next26/aiinfra-learning-pod/screen1-securing-cross-cloud-agentic?hl=zh-tw,122__next26-aiinfra-learning-pod-screen1-securing-cross-cloud-agentic__確保跨雲端代理式企業部署作業安全無虞.pdf,passed,12,23,1173837,驗證通過
123,next26-aiinfra-learning-pod-screen2-advanced-inferencing-part-2,在 GKE 上使用 llm-d 部署分離式 TPU vLLM 推論,https://codelabs.developers.google.com/next26/aiinfra-learning-pod/screen2-advanced-inferencing-part-2?hl=zh-tw,123__next26-aiinfra-learning-pod-screen2-advanced-inferencing-part-2__在-GKE-上使用-llm-d-部署分離式-TPU-vLLM-推論.pdf,passed,9,23,1119717,驗證通過
124,play-billing-analyze-product-purchase-drop-offs,分析 Google Play 帳款服務中的產品購買交易放棄率,https://codelabs.developers.google.com/play-billing-analyze-product-purchase-drop-offs?hl=zh-tw,124__play-billing-analyze-product-purchase-drop-offs__分析-Google-Play-帳款服務中的產品購買交易放棄率.pdf,passed,7,17,1439835,驗證通過
125,governance-context-part2,透過 MCP 和 Cloud Run 部署 Enterprise Governance-Aware 代理,https://codelabs.developers.google.com/governance-context-part2?hl=zh-tw,125__governance-context-part2__透過-MCP-和-Cloud-Run-部署-Enterprise-Governance-Aware-代理.pdf,passed,7,16,1405511,驗證通過
126,lightning-engine,透過 Managed Service for Apache Spark 和 Lightning Engine 加快 Spark 速度,https://codelabs.developers.google.com/codelabs/lightning-engine?hl=zh-tw,126__lightning-engine__透過-Managed-Service-for-Apache-Spark-和-Lightning-Engine-加快-Spark-速度.pdf,passed,8,16,844686,驗證通過
127,next26-universal-employee-helpdesk,使用 Vertex AI Search 建構無程式碼的通用員工服務台應用程式,https://codelabs.developers.google.com/next26/universal-employee-helpdesk?hl=zh-tw,127__next26-universal-employee-helpdesk__使用-Vertex-AI-Search-建構無程式碼的通用員工服務台應用程式.pdf,passed,12,18,1599251,驗證通過
128,next26-postgres-visual-memory-agent,使用 Gemini 和 Cloud SQL pgvector，以視覺化方式呈現 AI 助理記憶體,https://codelabs.developers.google.com/next26/postgres-visual-memory-agent?hl=zh-tw,"128__next26-postgres-visual-memory-agent__使用-Gemini-和-Cloud-SQL-pgvector,以視覺化方式呈現-AI-助理記憶體.pdf",passed,9,17,2399166,驗證通過
129,next26-looker-self-serve,使用 Looker 的自助式商業智慧功能,https://codelabs.developers.google.com/next26/looker-self-serve?hl=zh-tw,129__next26-looker-self-serve__使用-Looker-的自助式商業智慧功能.pdf,passed,9,20,2704664,驗證通過
130,next26-bigquery-adk-event-driven-agents,使用 BigQuery 和 ADK 建構事件驅動資料代理程式,https://codelabs.developers.google.com/next26/bigquery-adk-event-driven-agents?hl=zh-tw,130__next26-bigquery-adk-event-driven-agents__使用-BigQuery-和-ADK-建構事件驅動資料代理程式.pdf,passed,12,21,2376895,驗證通過
131,next26-eventarc-ai-agents,使用 Eventarc、Cloud Run 和 ADK 建構事件導向的 AI 代理,https://codelabs.developers.google.com/next26/eventarc-ai-agents?hl=zh-tw,131__next26-eventarc-ai-agents__使用-Eventarc、Cloud-Run-和-ADK-建構事件導向的-AI-代理.pdf,passed,10,28,1753418,驗證通過
132,next26-kcc-ops-skill-antigravity,透過 Google Antigravity 掌握 KCC 作業,https://codelabs.developers.google.com/next26/kcc-ops-skill-antigravity?hl=zh-tw,132__next26-kcc-ops-skill-antigravity__透過-Google-Antigravity-掌握-KCC-作業.pdf,passed,12,23,1079132,驗證通過
133,next26-gemini-cli-match3-golang,使用 Gemini CLI 建構三消街機遊戲,https://codelabs.developers.google.com/next26/gemini-cli-match3-golang?hl=zh-tw,133__next26-gemini-cli-match3-golang__使用-Gemini-CLI-建構三消街機遊戲.pdf,passed,10,26,6358738,驗證通過
134,next26-alloydb-querydata,使用 Gemini Data Analytics 查詢 AlloyDB 資料,https://codelabs.developers.google.com/next26/alloydb-querydata?hl=zh-tw,134__next26-alloydb-querydata__使用-Gemini-Data-Analytics-查詢-AlloyDB-資料.pdf,passed,14,36,5246896,驗證通過
135,next26-showcase-build-secure-agent,展示如何建構安全代理程式：保護存取權和資料,https://codelabs.developers.google.com/next26/showcase-build-secure-agent?hl=zh-tw,135__next26-showcase-build-secure-agent__展示如何建構安全代理程式-保護存取權和資料.pdf,passed,9,26,1646230,驗證通過
136,your-first-agent-with-adk,使用 ADK 將原型轉換為代理,https://codelabs.developers.google.com/your-first-agent-with-adk?hl=zh-tw,136__your-first-agent-with-adk__使用-ADK-將原型轉換為代理.pdf,passed,14,20,4243794,驗證通過
137,multi-agent-app-with-adk,使用 ADK、Agent Engine 和 AlloyDB 建構多代理應用程式,https://codelabs.developers.google.com/multi-agent-app-with-adk?hl=zh-tw,137__multi-agent-app-with-adk__使用-ADK、Agent-Engine-和-AlloyDB-建構多代理應用程式.pdf,passed,15,28,4609402,驗證通過
138,Cloudnet-regional-endpoint-global-endpoint,透過 Cloud Run 私人存取 Cloud Storage 全球端點和區域端點,https://codelabs.developers.google.com/codelabs/Cloudnet-regional-endpoint-global-endpoint?hl=zh-tw,138__Cloudnet-regional-endpoint-global-endpoint__透過-Cloud-Run-私人存取-Cloud-Storage-全球端點和區域端點.pdf,passed,9,17,1287380,驗證通過
139,app-mod-workshop,應用程式現代化研討會,https://codelabs.developers.google.com/codelabs/app-mod-workshop?hl=zh-tw,139__app-mod-workshop__應用程式現代化研討會.pdf,passed,12,63,11143181,驗證通過
140,cloud-run-day-2025-setup,程式碼研究室：Cloud Run Day 2025 - Setup,https://codelabs.developers.google.com/cloud-run-day-2025-setup?hl=zh-tw,140__cloud-run-day-2025-setup__程式碼研究室-Cloud-Run-Day-2025-Setup.pdf,passed,2,5,424216,驗證通過
141,agentverse-devopssre-instructions,Agentverse - 守護者的堡壘 - 確保 AgentOps 的推論作業可安全擴充,https://codelabs.developers.google.com/agentverse-devopssre/instructions?hl=zh-tw,141__agentverse-devopssre-instructions__Agentverse-守護者的堡壘-確保-AgentOps-的推論作業可安全擴充.pdf,passed,10,62,25825522,驗證通過
142,production-ready-ai-with-gc-7-advanced-agent-capabilities-building-agents-with-retrieval-augmented-generation,使用檢索增強生成功能建構代理,https://codelabs.developers.google.com/codelabs/production-ready-ai-with-gc/7-advanced-agent-capabilities/building-agents-with-retrieval-augmented-generation?hl=zh-tw,142__production-ready-ai-with-gc-7-advanced-agent-capabilities-building-agents-with-r__使用檢索增強生成功能建構代理.pdf,passed,13,24,3005910,驗證通過
143,personal-expense-assistant-multimodal-adk,使用 Agent Development Kit 進行多模態作業：運用 Gemini 2.5、Firestore 和 Cloud Run 建構個人支出助理,https://codelabs.developers.google.com/personal-expense-assistant-multimodal-adk?hl=zh-tw,143__personal-expense-assistant-multimodal-adk__使用-Agent-Development-Kit-進行多模態作業-運用-Gemini-2.5、Firestore-和-Cloud-Run-建構個人支出助理.pdf,passed,13,56,5883379,驗證通過
